adr;uhaH aps;u
p;adyA vaste
asm;e diDiSantu
tv;Am yajY;eSu
aMz;uH samudr;eZa
panasyate aneh;asaH
asqjat ;indraH
n;qtamasya pr;aBUtO
y;at j;AyaTAH
yaCatu z;aMtamA
akqZvan am;qtasya
sv;Am tr;iH
;aBUSan mah;e
jant;ave D;anam
iSit;aH viv;eda
maDuD;A div;i
pr;a yanti
p;ayasA javete
Diy;A iSit;AH
boDi ;aDi
purut;amaH rayIy;an
;agne h;otAram
v;AhaH kuzik;AsaH
mitr;Av;aruZA supAZ;I
jihv;ayA yajatra
p;ari mAtar;izvA
raTy:aH agne
pr;a vocat
;aruSI ca
;Ixyam vizvav;idam
jarit;A panasyate
b;iBratam v;apUMSi
cit asmE
g;amat dev;eBiH
pr;ayastA P;enam
s;ODanvanAH qBavaH
sapt;a hotr;AZi
jaB;Ara y;asya
mah;e B;arAya
Aruj;aH gamBIr;An
pratIc;IH dahatAt
B;ayamAnaH v;i
savit;uH sav;Aya
m;anmanA v;ipraH
tryanIk;aH patyate
;A v;ajram
rudr;EH tqp;at
duhr;e n;a
huvAn;aH s;omapItaye
dev;am azv;inA
;ojaH Imahe
zcotanti m;edasaH
agn;iH y;asmin
rayIy;an zazvattam;am
v;azAnAm BavaTa
daDe Den;uH
ih;a vqkt;abarhiSaH
vAy;ukezAn t;at
m;A Ar;e
pqts;u tar;aZiH
pAtam im;am
m;adAya ;A
;indra v;izvAH
vIh;i zUra
svast;i ;A
;ajasraH t;asya
zuBre ;aCa
agne m;edasaH
pUrv;IH ap;aH
yajY;asya s;ADanaH
sasav;AMsam sv:ar
ziv;am vAm
;ApaH iva
aDvar;e dev;An
p;iba ;A
;indraH svarS;AH
havy;EH ;ut
pUrB;idam t;UrZim
yajatra dr;avatAm
aB;Ike AsAm
z;arDaH y;at
eSu az;anim
praj;AvataH anamIv;asya
iva zuBr;e
pr;a s;a
y;atra p;ari
;indra kSitIn;Am
ih;a tvA
vqSaB;aH ant;arikSam
sasAda vid;aTAni
Ara sug;An
;agne vqDAn;aH
n;iH ajAnan
vqSaB;am vand;aDyE
y;ena sma
Ut;iBiH y;AdamAnaH
s;adAMsi p;areSu
dv;e n;ihite
v;AjAn ;agne
agn;iH zoc;iSkezaH
;api yanti
daDire supAr;am
pur;UZi dev;An
t;u asya
sUn;qtAH Ir;ayantI
ajanat d;IdyAnaH
tisr;aH yahv;asya
rAy;aH n;qtamasya
;oSaDIH asanot
suvqkt;iBiH v;EzvAnara
Urj;ayantIH ajury;am
agn;im ap;aH
t;arutraH mah;AvrAtaH
h;otuH mandr;asya
savit;A soSavIti
ant;arikSe m;adanti
zaraZ;EH avantu
y;anti p;ari
kqZuhi vizv;ataH
;aparAjitA indrAgn;I
y;onO devAv;IH
puruhUta zr;avoBiH
gqZanti satrAs;Aham
h;arayaH yujAn;AH
arcayaH s;Uryam
ut;a u
s;a vqtrah;A
d;uvaH iC;amAnAsaH
;ApUrZaH asya
te hinvanti
;ApaH s;UryaH
arZav;am zAk;inam
;indra samp;AraZam
vim;ocanam kqZute
agne aruS;aH
n;u dvimAt;A
;agne s;A
kqD;i r;atnam
dev;An anuSvaD;am
;upa g;AvaH
niSkqt;am ;AgamiSWaH
;it agne
puruSatr;A n;amaH
;ojaH Dehi
n;a pUt;am
Diy;A yajY;avantaH
v;Ajam ;aCa
pqTiv;I dy;OH
s;an ih;a
aB;i im;am
pIt;aye st;omEH
ajaniSwa ;ixAyAH
y;at ;aruSI
te y;at
agn;im sacanta
ca jant;uBiH
BAhi v;aso
s;a vAvazAn;aH
goj;itaH naH
t;adokase puruz;AkAya
van;uSaH v;iprAH
n;AsatyA me
aB;i t;aSwA
sv;e oky:e
qdUd;arAH zqZavan
arca pqTivy;E
naH y;ajiSWaH
;agne sahasras;AtamaH
h;otAram an;ajan
DanaMjay;am v;AjeSu
z;izum n;a
s;omam ;A
y;A te
uz;ik dev;AnAm
yajY;AnAm ;asuraH
sut;am ;indram
didqkS;eyaH sUn;ave
v;i Ara
h;arI ih;a
s;amBqtam usr;iyAyAm
naH vyantu
uz;ijam kav;ikratum
baBre pUrv;IH
s;a veda
carete pr;a
kqSw;IH ;animiSA
vats;am iva
stut;aH bqh;at
priy;AZi m;armqzat
p;Urve agne
;anu y;onim
asm;e ray;im
j;AyaTAH t;at
vidy;udraTaH s;ahasaH
t;amAMsi darzat;aH
;akSitA pItv;I
stot;qByaH ;antamaH
yuv;am sudakSA
dAz;uSe z;ucim
pr;a ;Aryam
g;aBastyoH Diy;A
m;aDu ;upa
mitr;aH dev;eSu
bAhv;oH h;arim
viveza nqv;at
;apa sv;AH
havyav;Aham ;adaDuH
p;ayaH pratn;asya
naH g;iraH
nir;aje g;AH
ih;a huve
varDantu naH
m;anyamAnasya m;arma
pqTivy;AH ut;a
DAn;AH apUp;am
s;A pakSy:A
maGavan kAz;iH
v;qSZaH ;azvAH
r;odasI ;anu
z;azvataH vay;am
sv;AhA pibatu
iva zreZiz;aH
;indram madanti
avindan nicir;AsaH
m;aDvaH punanti
te ;anu
indra br;ahmaZA
baBrAZ;aH sUno
yajAte v;are
y;e ant;arikSe
samary;e ;A
putra sahasaH
pr;a jUt;im
tanv:aH dev;avAtAH
y;Am ;azizret
vqSasva t;Atqpim
n;ihitam vakS;aZAsu
;adaDuH t;uByam
vavakSe y;adi
pad;e iva
viBv:am r;odasyoH
t;am Imahe
kav;ayaH ;ut
vid;aTe v;arDamAnaH
r;avam praTam;A
zruSw;im ;AvaH
ut;a sv;asArA
;ut te
y;at d;EvI
aDvar;asya praZet;A
vayoD;AH Dart;A
ririce r;ocamAnaH
prAtaHsAv;e juSasva
;IxyaH havyav;Aw
ap;asi sv;asQZAm
sady;aH ;arcan
vakSi pqkS;aprayajaH
te h;arI
asmadry:ak s;am
;Ayan ;ApaH
Bara B;Uri
BAg;am DiS;aZA
;A vahanti
g;uhA iva
sab;ADaH yat;asrucaH
;agne B;UrIZi
vqSaB;aH r;oravIti
viveza vid;at
saniSy;an ;upa
n;ihite dasm;e
;ahnaH ;aMhasaH
aruS;EH D;AmaBiH
pr;ati naH
D;anAnAm z;aMsa
v;qSaZA tapuSp;A
D;iyam zatas;eyAya
tav;asA jaGanTa
maGoni purAZ;I
v;acAMsi yay;ATa
tiSWa h;aritam
;ataH cit
agne manIS;iZaH
;aha vivyAca
sujihv;aH tr;iH
haryazva varDase
n;UtanAni vocam
;acaran biBarti
suK;am indra
bqhat;IH ;iSaH
indra girvaZaH
n;i asAdayanta
;ahar asya
agn;im yaz;asaH
bqhat;IH ;anUnAH
sapary;avaH mAd;ayante
dEvavAt;am devazravaH
s;am Anaza
kSap;Am vast;A
kuzik;AsaH avasy;avaH
mahaya g;iraH
aB;imAtIH s;ahamAnaH
;ekam zay;uH
;amatraH vqj;ane
pr;avItA v;qSaZam
n;avIyAn mah;An
n;arAz;aMsaH Bavati
m;anasA devay;antaH
sur;ADAH ;A
sv;aDitiH vA
duduhe j;enyA
piba vqtrah;A
suz;evam y;adi
agn;O qt;am
s;adane asya
n;araH savit;Aram
vim;AnaH ;ajasraH
n;iSattaH ant;ar
iva y;oSaZAm
putr;AsaH ;asurasya
zUra z;arman
paraz;um cit
y;onim agn;iH
;api iva
samID;e ;ixAm
;indavaH daDiSv;a
b;alam Dehi
indra g;oBiH
sAdayante d;amAya
sah;a matsva
s;am sIm
v;ipraH h;avyaH
azayat d;amUnAH
DAH z;azvac-Cazvat
praTam;am somy;asya
am;qtA d;aDAnaH
naH rayIZ;Am
z;ucim n;a
tasTO try;avim
s;ADanam zruSwIv;Anam
d;ame s;a
t;at mahitv;am
;A aratAm
pr;a yantu
naH d;amyeBiH
jajYe juhv:A
zcandr;am vividv;An
te dUr;e
pr;a vepayanti
priy;eBiH im;Am
Erat camv:A
ahinvan m;anasA
dev;eByaH maTit;am
havy;am t;arase
sah;a n;u
naH sUn;uH
r;ajAMsi sukratU
naH jAt;am
;azvaH n;a
apt;Uryam hit;am
ca v;izvA
;indra kqZv;antu
jarit;AraH ;indrAgnI
Diy;A iSit;aH
;araZam n;a
pr;asTitA r;ajAMsi
P;enam asyati
;UDar jan;uSA
suzast;iBiH agn;eH
D;AmaBiH gAt
stok;AH Gqtazc;utaH
jAt;AH aB;i
buDn;aH pr;a
s;ODanvanAH yajY;iyam
iSir;Am indra
zqZotu y;aCantu
mahn;A d;akSasya
v;ayAMsi jinva
k;A s;am
satr;A daDire
daDikr;Am agn;im
v;izvAni D;anyA
sudakSA niy;udBiH
DAH kqZ;ota
s;adA yant;Aram
sur;etasA zr;avasA
zacIvaH z;aMsAva
jy;AyAn im;AH
cakqma v;arDatAm
yajatra aDvary;oH
v;i pUrv;IH
iSit;aH maGavan
;qSiH zr;eSWaH
huve im;am
te prapr;uTya
devay;antaH v;anaspate
k;armaZA ;indrAgnI
;indraH suz;ipraH
n;a srav;ataH
agn;eH apunan
h;otA saty;ataraH
j;AyamAnaH t;am
iva kany:A
st;omam juSasva
havyav;Aham ;amartyam
BAg;am Anaz;a
;indra dev;eBiH
barh;iH As;ade
hit;am ;indrAgnI
im;e havyav;AhaH
y;e asm;Akam
suh;avAsaH y;ajatrAH
v;AhaH kqZavAva
asya tar;aZi
b;qhasp;atim v;areZyam
gavy;uH ;arcan
d;idqkSante uS;asaH
kS;eti mAt;A
viBAt;Im vAm;am
te mqjanti
hav;iSmantaH Gqt;AcyA
indra k;AmyAH
nad;InAm pr;a
jAy;A ;it
bqh;at vip;Am
juSasva m;A
havy;Aya v;oXave
;qSim papiv;AMsam
pr;a yaja
p;ari v;AjeSu
saD;asTA tisr;aH
yajY;iyasya ;api
u cit
asmay;uH t;am
vIr;An z;azvataH
huvema sady;aH
t;Am juSasva
;adaDuH g;oSu
t;aran ;arAtIH
ayukSata bqhad;ukSaH
pAvak;azociSam Az;um
maGavan zUra
d;eva tvaSwar
g;AH iva
ady;a rarim;a
pr;a pUrvy;Aya
adr;uhaH anamIv;AH
tanv:aH k;Amam
ur;oH mah;aH
prav;atA h;ariByAm
v;izvAH avqZot
iva kr;atum
te tanv:am
aB;izastim j;anAnAm
jajYAn;am aruS;am
tv;otaH ut;a
v;AZIH puruhUt;am
mah;Im apAr;Am
vanaspate v;arSman
taviS;AZi vAm
pur;A p;AryAt
DImahi D;iyaH
jah;i z;atrUn
devi ;amartyA
;ahnAm ;avindat
hav;iSmate pr;a
caSwe mah;at
cit indra
;indrasya saKy;am
agn;eH vA
m;AnuSIH devay;antIH
gatam k;at
;azvEH vim;ocanam
Gqt;avantaH pAvaka
yajY;am sahasAvan
yaja h;otA
n;i daDAti
;acetayat D;iyaH
u h;i
gaZ;ena saj;oSAH
aDit;iSWan prajAn;an
pr;Ak ;apAk
kSatr;am rAjAnA
;atyam n;a
pr;a bravImi
cit cakruH
yAhi pUrv;IH
viBvataSw;am Gan;am
kS;ayam candr;AsaH
carati prajAn;an
juhota mitr;asya
div;aH m;aryAH
niSkqt;am qt;asya
s;atpatiH carSaZipr;AH
p;ariSkqtaH t;am
astamBIt sam;iDA
cikitv;An sAd;aya
duduh;e B;Uri
tav;asaH te
;aBUt u
Ar;e asm;at
asi m;AnuSIZAm
iva D;ArA
yant;Aram DIn;Am
s;anti p;qtanAsu
;A ih;a
;azvAH p;atnIvataH
agn;im naraH
ut;a n;UtaneBiH
;aTa ev;a
s;aKiByaH durmAy;avaH
u h;otA
z;atrUn ;apa
Bava y;ajamAnAya
agn;iH t;A
agn;im n;amasA
v;areZyam sahod;Am
sadaH m;ama
r;aTasya bqhat;aH
p;aYca yemire
;indraH mahn;A
;ava Bara
avasy;avaH ;A
purutr;A patayanti
j;anitA y;aH
;aparAH anUr;ut
up;asTAt ;azve
eSAm nindit;A
p;ibAsi ;anDaH
s;aH Badr;A
yajY;aH h;i
sazcata v;qDam
agn;O ;indraH
v;aneSu ;atra
savitar zl;okam
tvA vay;am
jan;uSA aBiB;Uya
c;AroH g;oBiH
mah;aH caranti
mah;An mah;IBiH
s;omam agn;iH
;atra vasavaH
juS;asva tir;oahnyam
vEzvAnar;am mAtar;izvAnam
m;artyAsaH niSaVg;iZaH
aBavaH pUrvy;aH
s;a agne
barh;iH ;A
pr;a vqZe
sUn;uH t;anayaH
aMz;oH pIy;USam
p;IpyAnAH v;qSZe
pqTivy;E sapary;Ami
gIrB;iH stotQZ;Am
pqTujr;ayAH aminAt
vats;aH ;ekaH
akran ;A
s;ahasva p;qtanAH
kAravaH manan;A
ukT;eSu indra
v;qSA y;atra
baB;Uva sapr;aTAH
;ahan vy:aMsam
yajY;asya s;ADanam
sroty;ABiH ;A
div;i p;AjaH
sUn;ave B;AqjIkaH
mAy;ayA vid;aTAni
;upa Asate
m;arma manuSv;at
agn;im mUrD;Anam
kavIn;Am g;qtsAya
iva kqZuTa
d;aDAnaH zukr;A
agn;iH dy;AvApqTiv;I
j;AtavedaH n;i
candr;am agn;im
mah;InAm didqkS;eyaH
r;AjA puraHs;adaH
vizv;avArA jigAti
carSaZID;qtaH ;avaH
sumn;am arcan
bqhad;ukSaH mar;utaH
aB;i pr;a
r;odasI sum;eke
s;anazrutam s;ahasaH
daDe purutr;A
v;iprAsaH agn;im
vay;am prasav;e
agn;aye Gqt;AcI
y;e suh;avAsaH
im;am ady;a
agn;im triMz;at
v;AhasA dAzv;An
am;qtAni tasTO
vIr;am arcata
aDrigo zacIvaH
y;atra s;aKiBiH
;ayujran prAt;ar
balad;AH ;asi
;azvAH h;iraZyavarZAm
ih;a pAhi
pratIc;Inam dadqze
;agne v;Atasya
vahanti pr;ati
jAt;avedAH vizv;AmitreBiH
p;arAZi kav;In
am;qtAya B;USan
sacante ;akSitA
agne y;ajIyAn
p;ari nIyate
;ava sqja
ukT;eSu devah;UtamaH
s;am G;oSaH
B;agaH n;a
Dehi im;A
im;am sut;am
vizv;ataH ;apratItaH
mAt;A mah;at
namasy:aH suz;evaH
;ekam v;iSZuH
DiS;aZA zizn;aTe
t;ava dyukS;AsaH
vA m;ahoBiH
jIr;aH d;amUnAH
mimIte bqhat;IH
dv;eSAMsi tarema
dev;AsaH tr;iH
AnazuH m;anoH
p;uraH v;izvAH
asm;Akam s;u
d;eva hotar
vqtrahan ukT;eSu
naMsE pIpyAn;A
viveda t;amasi
naraH marutaH
;A gamat
vidv;An ;aTa
m;anave ket;um
itana v;Ajam
aruhat div;aH
stuhi nqZ;Am
bqh;at v;ayaH
urAZ;aH s;am
g;iraH ca
apt;Urye marutaH
y;onA v;iGqte
mah;e ;atyAya
suh;avaH vayoD;AH
te v;ahnayaH
tir;oahnyam juSAZ;A
candr;avatA r;ADasA
pqSw;aH UrDv;aH
;ekam niSS;iDvarIH
putr;An aruS;asya
z;evqDAsaH aB;i
avqZot ;apa
parikS;itA pit;arA
ut;a azamiSWAH
s;omaH ;A
sumn;am azyAm
Iy;uH gIrB;iH
supAr;AH aDoakS;AH
rakSanti jIr;ayaH
s;adA sug;aH
dUt;aH DanvAti
sv;AhA dev;AH
s;aH agn;iH
div;e-dive y;at
s;a h;otA
ant;arvatIH suvate
ajIjanan s;ujAtam
brahmak;qtA m;Arutena
v;asu div;i
y;ajamAne v;ayaH
vid;at y;adi
puruB;ojasam g;Am
dev;AnAm aBavat
s;aKAyA v;i
svarv;idam vigAh;am
s;ayonIH ;ekam
astu mah;e
praj;Avat asm;e
v;apUMSi t;ayoH
sut;am s;omam
suzr;iyam daDuH
agn;iH dev;eBiH
naH y;An
prAvit;A Bava
u darzat;am
juhota pr;a
mah;e n;a
pratn;am indra
dAzv;An aznoti
m;AhinAvAn s;a
gIrB;iH raZv;am
dy;OH ca
svast;iH p;ari
j;aneSu ;A
yaz;asam kqDi
kS;ami n;imitAsaH
gaBIr;aH puruhUta
vqtrah;A san;ayaH
n;amasA upas;adya
naH syAtam
;azvinA maDuS;uttamaH
vAj;I v;ipraH
v;areZyam B;argaH
iva v;Ajam
AnuS;ak s;a
v;irUpam dev;AsaH
naH pAvaka
qB;uBiH v;AjavadBiH
v;i pazya
c;akriH y;aH
qt;asya y;onO
;A paprO
dev;Im b;qhasp;atim
h;aste daDe
s;Uryam sasAna
tvA mat;iBiH
dy;OH ut;a
s;omasya mA
tv;Am agne
arv;AV zazvattam;am
D;anAnAm ;indram
sTir;am r;aTam
tar;aZiH n;a
D;IrAH ap;asaH
supraZIte ;aCidrA
asm;aByam s;u
dev;An hav;iSA
pr;AYcaH madanti
punAn;AH kav;iBiH
st;omAsaH purudasm;am
t;UrZiH r;aTaH
daDikr;Am vy:uSwiSu
namasy;anti Diy;A
jAgar;Uke ut;a
B;areSu v;AjasAtaye
B;uvanAni r;odasI
jy;otiH vqZIta
B;Umim mah;Im
BavatAm vIx;uH
vavqtsva haryazva
te sumn;am
pr;ati ;avartim
agn;iH pitr;oH
n;aryA pur;UZi
zr;iyaH v;asAnaH
naH agne
av;astAt upat;iSWante
m;aDumat vivipre
p;invamAnAH ;anu
;api mqSWAH
mah;aH dev;An
bqhat;e r;aZAya
vahatam suv;IrAH
Am;A pakv;am
h;antoH B;ayamAnaH
v;AryA v;AjeSu
h;i kS;ayam
sr;iDaH z;azvatIH
tm;anA agn;im
;qSiH devaj;AH
mah;An ;qSiH
dev;AnAm ;api
p;ari muhUrt;am
;aditiH zqZotu
Gqt;EH g;avyUtim
cakr;am iva
m;ahi mah;e
v;izvam ;it
n;a m;AsAH
indra kqSva
saMj;itam D;anAnAm
sma s;inam
yajY;avAhase y;uvA
nic;Ayya hav;iSmantaH
jy;otIMSi b;iBrate
vqzc;a m;aDyam
p;UrvaH vqSaB;aH
svarv;idam sud;Anum
Ut;ayaH hav;iSmantaH
pIt;aye eS;a
samr;AjaH v;aruZaH
kqSZ;e v;asuDitI
s;am mah;e
n;araH ;agne
;indra s;AkSva
p;ari y;at
v;iprAH vipany;avaH
yemire vrat;A
vavr;Aja sIm
y;asya m;ade
suk;qtaH v;i
;At ;it
t;Uyam eByaH
mah;Am ;atyam
naH gotr;A
tv;am y;at
savit;uH v;areZyam
pAtam Diy;A
pr;ati vAm
raZ;ayanta dev;AH
sv;asQZAm akr;aH
v;izve apt;Urye
mah;Ani panayanti
;anu vrat;am
pqZ;aDvam yAt;a
;A vid;aTe
;agram pad;am
dy;AvApqTiv;I yAti
arcan y;at
B;Uri B;ojanam
t;asya vay;am
Dehi naH
;ekam n;a
marmqjm;a te
pratijAnat;e vqkS;am
naH maGavan
dur;evAH m;artyAsaH
yoD;aya ca
v;izve aBUSan
zat;am zar;adaH
purox;Azam ih;a
D;iyaH im;AH
vid;uSaH n;i
asm;e t;am
suB;agam sud;Iditim
s;am pipqkta
am;qtasya n;ABim
agAt ;indrasya
Urj;aH n;apAtam
s;omam d;aDati
satsi m;aDye
gahi s;omam
sut;am rADAnAm
rikT;am ArEk
vqtraGn;e niy;utaH
rok;AH uS;aH
ruja s;ahasva
cinvat;I maG;onI
v;qSaZaH p;arvatAsaH
y;adi B;qguByaH
agn;iH asmi
br;ahma ;indrAya
;azvEH candr;avatA
miy;eDe g;qtsam
ant;arikSam biB;eda
t;uByam vA
vay;am dadAmahe
n;a tapanti
sUn;uH asi
Garm;aH hav;iH
zat;A tr;I
dAtr;am rakSeTe
m;ahoBiH d;EvyA
akran zun;am
;agne vIh;i
t;at agne
G;qSveH ;ajUryataH
asm;e astu
;AyuH d;aDAnA
Ar;uH zitipqSW;asya
n;Anadat n;a
t;asya div;aH
gop;Am k;arase
dvimAt;A h;otA
ukS;A ha
bahul;AH ;adevIH
naH net;A
v;i h;i
n;i daDe
huvema maG;avAnam
z;uSmam y;e
rakSati br;ahma
B;Aratam j;anam
;ekam samAn;aH
asya g;AvaH
;asti praj;ananam
dev;aH anayat
s;aKA s;aKIn
iSit;AH it;aH
sut;e n;i
v;arSiSWam ;upa
viv;asvatyAH m;ahi
het;im asya
yajY;iyAsaH ;adabDAni
havy;A jAtavedaH
Ixate gop;AH
mit;ajYavaH v;ariman
zizn;aTe D;At
h;ariBiH yAhi
y;ayoH ha
;indraH eSAm
suz;evaH r;AjA
Boj;AH ;aVgirasaH
UrDv;A tasTO
tm;anA vEzvAnar;asya
ix;A sahaskqta
sv;azvyam janAsaH
ajAnan t;am
p;iyArum ap;Adam
suy;amAH B;avantIH
jaW;are vAjinIvaso
h;i praket;aH
uttAn;ahastAH n;amasA
sv:AhutaH agn;iH
tvA kave
spandan;e ziMz;apAyAm
pAhi m;aDvaH
s;omaH kqt;AH
vIry:Aya s;a
gr;AvAZaH samiDAn;e
vahantu suy;amAsaH
s;adanam purukS;oH
y;A j;AgqviH
raGuSy;adam ;azvaH
asadat ;A
sADaTaH mah;aH
naH DAH
Imahe dev;am
pariB;UH asi
s;a Ga
s;am agn;iH
;A yAtam
dev;AsaH y;atra
devay;antaH nimimy;uH
ket;um praTam;am
naH h;ariByAm
v;AjeSu saniSAmahe
sap;atnI aj;are
sum;anAH boDi
DImahi prarek;e
yant;uram apt;uram
cyAv;ayan ;acyutAni
;A vacy;amAnA
h;i putra
yuv;oH ;avaH
cit Aruj;aH
agne pqTivy;E
y;at ;avahat
v;qSZaH ;A
sanak;At arocata
s;a udv;ataH
sv;Adma duduhe
n;i asAdi
harivaH h;ariByAm
aDvar;asya v;icarSaZiH
juhota svaDvar;am
sut;asya sAD;oH
m;artAn avAsayaH
y;onO azayat
boDi gop;AH
s;ahasaH putr;aH
mAy;AH kqZvAn;aH
mahin;A pqTivy;AH
g;IH ut;a
;anu D;IraZAsaH
kS;ipaH pUrvy;am
kSemay;antam p;ari
;agne v;izvAni
t;Ani te
t;uByam ;ojaH
mah;Ani t;ava
citr;eSu n;Anadat
tr;In ca
te v;ajram
;araruSaH p;arasya
tr;I te
aDvar;e ;akarma
zUS;am z;azvat
aB;iBUtyojAH yuD;A
durit;At aB;Ike
y;adi mAt;araH
mah;ayan ajAyata
v;AjasAtaye v;AjeSu
n;amasA vqdD;am
cakqma karamB;am
pray;akSe div;akSasaH
s;am u
pqZ;ati dugD;aH
s;OBagAya ;ut
;asi sukr;atuH
daDiSva zatakrato
pariD;im nad;InAm
agn;im ap;asi
jahAtu paraz;um
in;A ut;a
;indraH ;oSaDIH
akt;uBiH D;anutrIH
ca saj;oSasA
hav;iSA yakSi
asuratv;am ;ekam
cyAv;ayasi pr;a
v;i D;enAH
s;an yajY;aH
y;ayoH ant;ar
juS;asva s;u
s;am eti
ady;a tr;IZi
cit Cadayati
zruSwIv;Anam Dit;AvAnam
v;i yAhi
h;i ;anDasaH
;indram ;avasA
qtajAta pUrv;IH
asUta jihv;AyAH
r;AjAnA mitr;Av;aruZA
svaDAvaH m;atsva
vqtr;AZAm jan;ayanta
t;at vAm
y;aTA dev;AnAm
rip;avaH h;antvAsaH
DunayantAm ;azizvIH
;aDa y;at
sUn;qtAnAm gir;Am
puruhUta rAt;iH
pibatu vqtraKAd;aH
t;am vaH
v;iSuZam v;i
viz;Am agn;iH
tasTatuH duroZ;e
;upa vanDureSW;AH
g;AH s;am
p;aYca-paYca ;A
y;Am me
zoc;iSkezaH t;am
ih;a c;Arum
r;aTaH s;adA
s;ammizlAH p;qSatIH
v;i vqzcati
v;Ajam ;atyam
savit;A vizv;arUpaH
gaBIr;am jan;uSA
;A s;atvaBiH
j;anima s;am
syAma durit;At
qjipy;AH p;atiH
mumucaH h;aripriya
Avar pr;a
ugr;aH turAS;Aw
vIxo vIxita
m;anyamAnAH yuv;Avate
kal;azaH sv;AhA
n;i te
s;a tv;am
v;asAnA s;A
an;ajan miy;eDe
astu B;agaH
;indreZa yATa
atirat zukr;am
n;ikAmaH dev;EH
v;apUMSi zc;otanti
;A saD;asTe
yuv;am h;i
am;itrEH jah;i
v;AjAya vanate
urv;Im suB;agAm
;iSaH ;A
r;odasI cit
dUt;am ajir;am
sadat qt;AvA
g;antoH praj;AvAn
;avasA ;A
v;AjAH div;akSAH
h;ariH c;arat
indra s;omAn
tvA yukt;AH
rocan;A div;aH
s;avane jAtavedaH
m;aDu s;amBqtam
;indra deva
;adAByAH agnizr;iyaH
vizv;AmitreSu z;am
barh;iH naH
;invantaH v;izvam
gqZat;e suz;evaH
juSasva zun;am
;amqtyavaH t;AsAm
pad;e sudinatv;e
sup;adI ;akSarAZAm
im;AH u
g;AH h;ariBiH
minanti v;izve
kavIn;Am pqTup;AjAH
avam;EH am;itrEH
eti zuBre
qjISin kuv;it
jAgqve uz;ik
vizvav;idam ;amUram
unnIy;amAnAH kav;iBiH
pr;a s;inDum
d;ivaH napAtA
b;alam indra
dahatAt ;arAtIH
gman n;i
;indraH ;adaDAt
d;amUnAH jAmIn;Am
iC;amAnAH et;at
tr;iH y;at
;ixA dev;EH
;aVgEH r;ajaH
padv;at viveda
d;IDyAnAH vqSAy;ante
ukT;inaH nITAv;idaH
zqZutam h;avam
pUrvy;AH Avividr;e
n;a devav;AhanaH
v;AjAH t;aviSIBiH
B;agaH indra
yAhi harivaH
kr;atuH h;i
y;Aman akt;oH
n;aBaH v;areZyam
s;arasvatI sArasvat;eBiH
D;AmAni ;A
vqtr;AZi saMj;itam
zatas;eyAya dev;Im
;ekaH ;indraH
tvA ;anu
vavarDa ;ApaH
stavAna vizpate
;A B;AratI
;A dev;eSu
panit;AraH asyAH
asiYcat ;agre
jinva y;aH
asm;in yajY;e
y;aTA zAryAt;e
iC;an carati
syAt Ar;e
;anu ;agram
sadyov;qDam viBv:am
sOmanas;e syAma
agn;im candr;araTam
;atyaH n;a
j;anima h;anti
ap;aH ca
;aTa u
dev;AH saj;oSasaH
zukr;eBiH ;aVgEH
v;iprAH p;iba
yuvat;ayaH B;avantIH
aps;u h;aste
d;AtA y;aH
ca D;armaBiH
zamAy;e agne
;acyutAni ;ekaH
;avase s;a
h;i ark;am
sur;aZaH p;ari
jinva bqhat;aH
rocan;e s;anti
cikitvaH ;aTa
t;A s;omasya
praTam;A n;i
p;ari vAm
vizvAs;Aham ;avase
t;at agn;iH
t;uByam ;ApaH
itT;A s;aKiByaH
sud;Iditim supr;atUrtim
ha zUS;EH
astu pr;ayasvAn
D;anAnAm v;ArtrahatyAya
piba pratikAm;am
s;ektA iva
jaW;are m;aDvaH
m;adam ;A
;amqDrAH r;aTaH
stUyase jAtavedaH
aB;imAtIH ;apa
any;asmin yUT;e
sasAna hatv;I
tir;aH pur;u
saraZy;uBiH ap;aH
maDyat;aH m;edaH
im;e y;aTA
dardqhi gopate
;akSaH m;A
daDuH agn;iH
;aTa naH
suy;uk vahanti
gUX;am aps;u
bqhat;IH aB;i
uS;asaH rev;at
p;AYcajanyAsu kqSw;iSu
vizv;arUpaH ut;a
p;atiH cikitv;An
kav;iH ;agne
yahv;asya t;ava
v;i vay;am
h;aripriya arv;AV
D;arma pr;a
vIr;AH vizv;AmitrAya
v;izveBiH agn;iBiH
t;u Bara
;arAtIH v;arcaH
sumat;im yajY;iyAnAm
girvaZaH mat;ayaH
suK;e r;aTe
kS;apAvAn s;a
aDvar;e akAri
pr;a bAh;U
n;iSattaH m;anuSaH
madanti ;anu
suB;agam sapt;a
;amartyaH v;asu
naH div;aH
cikitv;An haryazva
pUrv;IH qt;asya
;indrAya s;omam
n;amasA upas;adyaH
;arZam ;aCa
naH purox;Azam
aDvary;oH vA
;A BAti
m;ama ;aCa
y;ena dev;AsaH
;indrAya vajr;iZe
svarS;AH jan;ayan
agne ;azvAH
ahast;am indra
nimimy;uH v;anaspate
ut;a ant;arikSAt
Urm;im tv;am
pr;aBqtim sAt;aye
;indra kratuv;idam
b;qhasp;atim m;anuSaH
sum;eke gr;AvZaH
pratn;asya r;etasaH
v;arZam atirat
arcanti ukT;inaH
s;icam ;A
;it BAn;avaH
n;a s;aptim
ca yAhi
yanti pUrv;IH
n;a t;ejase
D;iSZyAH y;e
suk;qte g;arBam
anibAD;e vavarDa
